city,state_abbr,state,county,lat,lng,building_count,city_description,metro,updated_at
"Trenton","NJ","New Jersey","Burlington",40.22016907,-74.76417542,666,"","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","0000-00-00 00:00:00"
"Crown Point","IN","Indiana","Lake",41.42018127,-87.34304810,665,"","Chicago-Naperville-Elgin, IL-IN","0000-00-00 00:00:00"
"Rancho Mirage","CA","California","Riverside",33.75789261,-116.42566681,665,"Rancho Mirage One of eight cities in the Coachella Valley, Rancho Mirage has a population of just under 15,000; which can jump to over 20,000 seasonally. There are twelve golf and country clubs in the city. Recently, Rancho Mirage has expanded its economy to include more light commerce and industry, mainly located along I-10 and the Pacific Union Railroad; as well as more high end retail centers, such as the River shopping complex. Office space in Rancho Mirage : The city of Rancho Mirage has a number of offices available and they are listed on Rofo.com. Many of the options are small to mid-size offices in low-rise and converted warehouse spaces. The majority of available offices are located near or within downtown. Retail space in Rancho Mirage : Rancho Mirage is working on increasing the presence of retail in the area, and as a result there are many options available in brand new buildings for high-end retailers and fine dining restaurants. As a seasonal and recreational getaway, Rancho Mirage has retail options for restaurants, coffee shops and sporting goods stores. Industrial space in Rancho Mirage : Along I-10 and the Pacific Union Railroad are industrial company's best bets for finding warehouse space. In the past Rancho Mirage's economy has mainly relied on tourism, and it is just now expanding to include more industrial activity. Available industrial space can be found on Rofo.com. Companies looking for space in Rancho Mirage also search in Palm Desert , Cathedral City and Palm Springs .","Riverside-San Bernardino-Ontario, CA","0000-00-00 00:00:00"
"Waukegan","IL","Illinois","Lake",42.35946274,-87.87492371,665,"","Chicago-Naperville-Elgin, IL-IN","0000-00-00 00:00:00"
"Carbondale","CO","Colorado","Eagle",39.39747620,-107.21668243,664,"If you're looking for commercial real estate for sale or lease in Carbondale, CO, you've come to the right place. Carbondale is known for being one of the most popular summer destinations in Colorado. Carbondale is less than 30 miles away from Aspen, but the town of Carbondale is starting to bloom. Carbondale is an affordable place to live, as well as an extremely safe place to live. With many stores and restaurants, Carbondale is a very inviting place to open an office or business. Buy or rent the perfect office space for your business in Carbondale, CO. Whether you're searching for new office space, a retail store, or a warehouse, we can help connect you with Carbondale brokers and landlords that can meet your exact needs.","Edwards, CO","2021-07-13 16:47:06"
"East Stroudsburg","PA","Pennsylvania","Monroe",41.00282669,-75.18322754,664,"","East Stroudsburg, PA","0000-00-00 00:00:00"
"Fairfield","OH","Ohio","Butler",39.32994461,-84.54040527,664,"","Cincinnati, OH-KY-IN","0000-00-00 00:00:00"
"Urbana","IL","Illinois","Champaign",40.10664749,-88.19562531,664,"","Champaign-Urbana, IL","0000-00-00 00:00:00"
"York","ME","Maine","York",43.15396881,-70.65351105,664,"","Portland-South Portland, ME","0000-00-00 00:00:00"
"Bellingham","WA","Washington","Whatcom",48.75144958,-122.47257233,663,"","Bellingham, WA","0000-00-00 00:00:00"
"Canton","MS","Mississippi","Madison",32.60411835,-90.02059174,663,"","Jackson, MS","0000-00-00 00:00:00"
"Canton","GA","Georgia","Cherokee",34.24511719,-84.48378754,662,"","Atlanta-Sandy Springs-Roswell, GA","0000-00-00 00:00:00"
"Chicago Heights","IL","Illinois","Cook",41.51014328,-87.64160919,662,"","Chicago-Naperville-Elgin, IL-IN","0000-00-00 00:00:00"
"Destin","FL","Florida","Walton",30.39549255,-86.47057343,662,"","Crestview-Fort Walton Beach-Destin, FL","0000-00-00 00:00:00"
"Princess Anne","MD","Maryland","Somerset",38.20412064,-75.69343567,661,"","Salisbury, MD","0000-00-00 00:00:00"
"Highland","IN","Indiana","Lake",41.54753876,-87.46161652,660,"","Chicago-Naperville-Elgin, IL-IN","0000-00-00 00:00:00"
"Oak Park","MI","Michigan","Wayne",42.46589661,-83.18231201,658,"","Detroit-Warren-Dearborn, MI","0000-00-00 00:00:00"
"Ringgold","GA","Georgia","Catoosa",34.91568375,-85.10933685,657,"","Chattanooga, TN-GA","0000-00-00 00:00:00"
"Fort Oglethorpe","GA","Georgia","Catoosa",34.92294312,-85.24418640,656,"","Chattanooga, TN-GA","0000-00-00 00:00:00"
"Longmont","CO","Colorado","Boulder",40.16393661,-105.10251617,656,"","Boulder, CO","0000-00-00 00:00:00"
"Piedmont","SC","South Carolina","Anderson",34.70984268,-82.46811676,656,"","Greenville-Anderson-Greer, SC","0000-00-00 00:00:00"
"Woodland","CA","California","Yolo",38.67742157,-121.76541901,656,"Woodland Agriculture and transportation still play a huge role in the town's activities, but over the years Woodland has branched out into other sectors as well. With a strong, well-educated labor pool, affordable commercial lease rates and expansive training opportunities Woodland is becoming an economic hot spot. Home to Woodland Community College and only 12 minutes from UC Davis, Woodland attracts a variety of trained personnel - from entry-level to technical and professional. Its proximity to the State Capital by way of Interstate 5 and the I-80 corridor and to the Sacramento International Airport make Woodland a prime area to locate a business. Woodland's industrial businesses thrive, thanks in part to the Sierra Northern Railway and the California Northern Railroad. Companies who look in Woodland also search in these neighboring cities: Davis , Sacramento , Winters Retail Space in Woodland: Within the past decade, Woodland has grown immensely with many additions to commercial real estate space. Several major chain stores opened businesses in Woodland. The most recent being Costco , and a new Target Greatland replacing the one at County Fair Mall , thus anchoring a new shopping plaza with prime retail space next to County Road 102 and I-5. Additional vendors to the area include Best Buy and In-N-Out . Office Space in Woodland: Woodland offers some of the most affordable office space leasing rates ($1.68 fs) and low vacancy rates (11.4%) making it a great place to find office space and relocate your business. Woodland offers 36,500 sf of Class A office space, 436,000 sf of Class B office space and 358,000 sf of Class C office space. Industrial Space in Woodland: Ease of access to the city provided by the close proximity of I-5 and I-80 as well as the Sierra Northern Railway and the California Northern Railroad make Woodland a prime industrial location. The industrial sector has grown in Woodland as is seen by the numerous manufacturing and warehouse centers that offer distribution spaces and manufacturing space. Several retail stores have warehouses and distribution centers in Woodland or just outside of city limits. Quick Market Stats: There's roughly 675,000 square feet of office space with a rough overall vacancy rate of 11.4%. The average asking rates for office space is $1.68(fs). The industrial space market is roughly 14,900,000 square feet and has an overall vacancy rate of 13.4%. Average lease rates range for warehouse space is $0.30 while R&D/Flex space is $1.10.","Sacramento-Roseville-Folsom, CA","0000-00-00 00:00:00"
"Buena Park","CA","California","Los Angeles",33.84672928,-117.99803162,654,"","Los Angeles-Long Beach-Anaheim, CA","0000-00-00 00:00:00"
"Lynnwood","WA","Washington","King",47.82124710,-122.31501007,654,"Lynnwood Lynnwood is home to about 40,000 residents, many of whom commute to Seattle for work. The city is known as the ""hub"" of southern Snohomish County, due to all the retail shopping in the area. The climate of Lynnwood is wet and cool, and the city experiences more rain than Seattle. Office space in Lynnwood : Lynnwood has a lot of available office space that can be found on Rofo.com. Options for space can be found in high and low-rise buildings, as well as loft and converted warehouse spaces. Companies will be able to find offices in a wide variety of layouts that will suit their needs. Retail space in Lynnwood : Lynnwood has a number of shopping malls, centers, and strip malls; and each are located near main highways, interstates, or freeways running through the city. These areas are great places for chain retailers to find space, whereas other retail options for small businesses can be found scattered throughout the city. Industrial space in Lynnwood : The area in and around Lynnwood at the northern end of the Seattle metropolitan area has many industrial business parks and large distributional warehouse buildings. Most are scattered along the highways running through the area, but smaller warehouses can be found throughout Lynnwood as well. Companies searching for space in Lynnwood also look in nearby Seattle , Bothell and Edmonds .","Seattle-Tacoma-Bellevue, WA","0000-00-00 00:00:00"
"Tehachapi","CA","California","Kern",35.13133621,-118.44110870,652,"","Bakersfield-Delano, CA","0000-00-00 00:00:00"
"Dickinson","TX","Texas","Galveston",29.45645523,-95.06552124,650,"","Houston-Pasadena-The Woodlands, TX","0000-00-00 00:00:00"
"Covington","KY","Kentucky","Kenton",39.02322769,-84.51785278,648,"","Cincinnati, OH-KY-IN","0000-00-00 00:00:00"
"Cheyenne","WY","Wyoming","Laramie",41.13886642,-104.81654358,647,"","Cheyenne, WY","0000-00-00 00:00:00"
"Suwanee","GA","Georgia","Gwinnett",34.05152130,-84.07070923,643,"","Atlanta-Sandy Springs-Roswell, GA","0000-00-00 00:00:00"
"Chesterfield","MO","Missouri","St. Charles",38.66027069,-90.57953644,642,"","St. Louis, MO-IL","0000-00-00 00:00:00"
"Ellicott City","MD","Maryland","Baltimore",39.27289963,-76.83230591,642,"","Baltimore-Columbia-Towson, MD","0000-00-00 00:00:00"
"Flagstaff","AZ","Arizona","Coconino",35.19817734,-111.65132141,642,"","Flagstaff, AZ","0000-00-00 00:00:00"
"San Clemente","CA","California","Orange",33.44437790,-117.61354828,642,"San Clemente Roughly equidistant between San Diego and Los Angeles; San Clemente is a city located in the very southern tip of Orange County with a population of around 70,000. It is well known as a premier surfing destination, and is the surfing media capital of the world with many surfing magazines based in and around San Clemente. Office space in San Clemente : Many small office spaces are located in San Clemente and can be found on Rofo.com. With a mild climate and a location right on the beach, San Clemente is a great place to run a business. Options for offices include converted warehouse spaces, lofts, and high and low-rise buildings. Retail space in San Clemente : San Clemente is a great city for retailers catering to tourists, such as restaurants, surf shops and clothing boutiques. Both small and large retail spaces can be found on Rofo.com and would be great for cafes, convenience stores and novelty shops. Industrial space in San Clemente : Rofo.com has many industrial listings in San Clemente in a wide variety of sizes. Most of the larger warehouses are located along major industrial thoroughfares, but industrial buildings of smaller sizes can be found as well and are more scattered throughout the city. Companies searching for space in San Clemente also look in nearby cities such as Dana Point , Laguna Niguel , Mission Viejo and Rancho Santa Margarita .","Los Angeles-Long Beach-Anaheim, CA","0000-00-00 00:00:00"
